crs_dep_time,crs_arr_time,crs_elapsed_time,flights,distance,orig_weather_categ,dest_weather_categ,year,month,day,dep_time_of_day,arr_time_of_day,orig_region,dest_region,mean_arr_delay_orig_airport,mean_arr_delay_dest_airport,mean_arr_delay_carrier
104,541,157.0,1.0,1055.0,0,2,2019,7,14,1,0,5,8,5.15566037735849,5.974789915966387,9.975708502024291
1730,1849,139.0,1.0,632.0,1,1,2018,10,2,3,3,8,2,-4.25,6.31640625,8.24934929724102
1051,1402,131.0,1.0,771.0,0,2,2019,11,23,0,2,5,8,10.992424242424242,14.4375,8.24934929724102
2150,459,249.0,1.0,1747.0,0,1,2019,6,27,1,1,5,1,5.15566037735849,-0.040169133192389,9.975708502024291
905,1038,93.0,1.0,447.0,0,0,2018,3,22,0,0,6,8,7.569148936170213,-2.0694444444444446,5.078223270440252
655,800,65.0,1.0,251.0,3,2,2019,1,30,0,0,0,2,6.101010101010101,8.442477876106194,3.9402271368798565
1550,1650,60.0,1.0,220.0,3,4,2018,3,13,2,2,8,9,0.2987012987012987,6.0,3.9402271368798565
1252,1351,59.0,1.0,140.0,0,0,2019,3,22,2,2,6,8,7.569148936170213,-8.5,5.078223270440252
530,712,102.0,1.0,399.0,3,4,2019,3,1,0,0,9,9,8.71359223300971,7.032258064516129,12.312328767123288
1513,1729,136.0,1.0,850.0,1,1,2018,7,16,2,3,2,2,87.14285714285714,24.59016393442623,6.519685039370079
2050,2312,142.0,1.0,859.0,0,0,2018,10,16,3,1,7,5,1.3088235294117647,-0.1623931623931624,0.2486865148861646
1600,1830,270.0,1.0,1744.0,3,0,2018,1,12,2,3,3,5,8.521739130434783,12.547231270358306,8.24934929724102
2025,2327,122.0,1.0,616.0,1,0,2019,7,21,3,1,5,8,10.992424242424242,64.53333333333333,8.24934929724102
1905,2054,109.0,1.0,545.0,0,0,2019,5,17,3,3,2,1,2.3117647058823527,10.2,3.8531746031746033
1829,2225,176.0,1.0,1231.0,1,0,2019,11,29,3,1,6,9,7.569148936170213,73.7,5.078223270440252
1630,1727,117.0,1.0,526.0,0,0,2018,1,20,2,3,2,7,6.201438848920863,20.5,5.078223270440252
1052,1521,149.0,1.0,936.0,0,1,2019,10,15,0,2,5,8,-3.8260869565217392,1.1374407582938388,8.24934929724102
1010,1205,175.0,1.0,994.0,3,1,2019,2,11,0,2,2,8,20.82941176470588,3.0833333333333335,12.312328767123288
717,850,93.0,1.0,386.0,3,1,2018,8,11,0,0,2,1,20.25,0.8445945945945946,5.078223270440252
1636,1829,113.0,1.0,605.0,3,0,2018,8,24,2,3,7,5,3.3659574468085105,5.391891891891892,3.8531746031746033
937,1056,79.0,1.0,323.0,3,1,2019,3,15,0,0,3,9,2.0307692307692307,7.032258064516129,5.078223270440252
1205,1448,163.0,1.0,957.0,1,0,2019,8,1,2,2,2,2,20.82941176470588,2.8487394957983194,3.8531746031746033
530,658,88.0,1.0,416.0,3,2,2018,9,8,0,0,0,2,-1.0526315789473684,6.31640625,8.24934929724102
2119,2254,95.0,1.0,496.0,3,0,2019,11,8,1,1,8,6,-5.5,5.1256830601092895,12.312328767123288
1442,1653,131.0,1.0,632.0,0,0,2018,4,19,2,2,2,1,3.2672413793103448,0.8445945945945946,5.078223270440252
1353,1649,176.0,1.0,919.0,3,0,2019,5,27,2,2,8,1,3.246987951807229,-0.5096153846153846,5.078223270440252
900,1135,155.0,1.0,852.0,1,0,2019,9,11,0,0,0,8,4.353191489361702,5.974789915966387,3.8531746031746033
2114,2213,119.0,1.0,633.0,1,1,2019,7,9,1,1,2,2,2.3117647058823527,-11.0,3.8531746031746033
615,812,117.0,1.0,544.0,1,2,2018,4,6,0,0,8,1,8.6875,0.8445945945945946,5.078223270440252
1655,2040,405.0,1.0,2586.0,1,0,2019,9,9,2,3,8,5,4.371621621621622,5.147465437788019,0.2486865148861646
1530,2358,328.0,1.0,2422.0,0,0,2018,9,4,2,1,7,9,3.3659574468085105,8.962962962962964,3.8531746031746033
1210,1500,350.0,1.0,2398.0,0,1,2019,9,13,2,2,7,5,3.6157205240174672,2.1475409836065573,0.2486865148861646
2210,2257,107.0,1.0,525.0,0,2,2018,10,30,1,1,5,5,-3.074829931972789,-3.7857142857142856,3.8531746031746033
626,1019,173.0,1.0,1095.0,3,1,2019,3,8,0,0,6,1,0.5932203389830508,0.8445945945945946,5.078223270440252
845,1104,199.0,1.0,1162.0,0,0,2018,4,17,0,0,2,8,7.851851851851852,3.0833333333333335,3.8531746031746033
809,1001,112.0,1.0,515.0,0,0,2019,7,25,0,0,8,1,13.46875,-9.125,5.078223270440252
1045,1208,83.0,1.0,280.0,0,0,2018,1,20,0,2,8,6,13.46875,5.1256830601092895,12.312328767123288
1820,1940,140.0,1.0,803.0,0,1,2019,8,3,3,3,1,8,11.441176470588236,0.85,3.9402271368798565
1405,1700,115.0,1.0,668.0,0,0,2018,1,19,2,3,3,9,5.879310344827586,9.606741573033707,3.9402271368798565
705,820,75.0,1.0,397.0,0,0,2019,5,13,0,0,7,0,3.2857142857142856,2.7577092511013217,3.9402271368798565
545,702,137.0,1.0,528.0,1,3,2019,2,17,0,0,8,2,-12.875,6.31640625,8.24934929724102
1615,1657,42.0,1.0,100.0,0,5,2019,4,7,2,2,7,5,-2.4029850746268657,-4.384615384615385,1.0377358490566038
1520,1656,96.0,1.0,406.0,1,0,2018,7,29,2,2,5,4,10.992424242424242,4.285714285714286,8.24934929724102
1855,2012,77.0,1.0,250.0,0,0,2019,1,4,3,3,5,0,10.992424242424242,53.6,8.24934929724102
1540,2300,320.0,1.0,2556.0,0,1,2018,11,29,2,1,7,5,-2.4029850746268657,12.547231270358306,1.0377358490566038
1044,1356,132.0,1.0,762.0,0,0,2018,4,5,0,2,1,9,1.411764705882353,7.032258064516129,5.078223270440252
1007,1144,97.0,1.0,416.0,1,2,2018,5,13,0,0,3,3,8.521739130434783,4.414634146341464,8.24934929724102
1950,2145,115.0,1.0,545.0,3,1,2019,8,25,3,1,2,1,2.3117647058823527,10.2,3.9402271368798565
1019,1135,76.0,1.0,262.0,0,0,2019,9,13,0,0,7,5,5.230769230769231,5.147465437788019,8.24934929724102
845,1343,658.0,1.0,4962.0,0,2,2019,8,5,0,2,8,5,12.975961538461538,2.1475409836065573,8.24934929724102
1200,1535,155.0,1.0,926.0,0,0,2018,7,26,2,2,6,2,7.386666666666667,2.8487394957983194,9.975708502024291
1325,1435,190.0,1.0,1216.0,1,1,2019,11,21,2,2,0,0,23.321428571428573,2.7577092511013217,3.9402271368798565
2000,2239,159.0,1.0,762.0,0,0,2018,6,26,3,1,8,1,8.6875,-0.040169133192389,3.8531746031746033
1115,1315,240.0,1.0,1521.0,3,1,2019,11,28,0,2,3,0,5.879310344827586,2.7577092511013217,3.9402271368798565
2015,2353,158.0,1.0,1050.0,1,0,2019,5,16,3,1,0,6,4.353191489361702,13.5,3.8531746031746033
2021,2333,132.0,1.0,771.0,0,0,2019,8,28,3,1,5,8,10.992424242424242,14.4375,8.24934929724102
1445,1705,80.0,1.0,370.0,0,0,2018,1,17,2,3,7,0,-0.7631578947368421,9.221276595744682,3.9402271368798565
259,525,146.0,1.0,982.0,1,1,2018,7,30,1,0,10,1,1.5,11.274809160305344,9.975708502024291
1855,2020,85.0,1.0,383.0,0,0,2018,12,21,3,3,6,8,7.569148936170213,36.333333333333336,5.078223270440252
1016,1140,84.0,1.0,296.0,1,2,2019,12,10,0,0,1,2,1.0833333333333333,2.8487394957983194,3.8531746031746033
1319,1600,161.0,1.0,944.0,3,0,2019,3,13,2,2,2,9,20.82941176470588,8.962962962962964,5.078223270440252
1300,1415,75.0,1.0,239.0,0,1,2019,7,17,2,2,6,8,9.616279069767442,0.85,3.9402271368798565
1440,1828,168.0,1.0,1102.0,3,1,2019,9,30,2,3,6,1,7.569148936170213,10.2,5.078223270440252
700,955,175.0,1.0,1062.0,3,1,2018,1,21,0,0,3,1,6.1525423728813555,11.274809160305344,12.312328767123288
525,848,143.0,1.0,991.0,0,1,2018,9,19,0,0,7,0,-1.7083333333333333,7.986149584487535,8.24934929724102
1225,1335,70.0,1.0,358.0,1,0,2019,12,2,2,2,7,5,3.2857142857142856,-3.242424242424242,3.9402271368798565
1155,1503,128.0,1.0,787.0,3,0,2018,1,18,0,2,6,1,4.889952153110048,0.3163265306122449,8.24934929724102
1600,1713,73.0,1.0,231.0,3,1,2019,8,31,2,3,3,2,11.366071428571429,5.9855072463768115,3.8531746031746033
1255,1402,67.0,1.0,227.0,1,1,2018,2,28,2,2,6,8,7.569148936170213,-9.0,5.078223270440252
619,744,85.0,1.0,310.0,0,0,2019,7,27,0,0,3,9,6.1525423728813555,7.032258064516129,5.078223270440252
2211,2336,85.0,1.0,310.0,0,2,2019,12,5,1,1,8,2,3.246987951807229,6.126984126984127,5.078223270440252
1740,2101,141.0,1.0,883.0,1,1,2018,8,21,3,1,5,2,10.992424242424242,11.166666666666666,8.24934929724102
1500,2009,189.0,1.0,1235.0,3,1,2018,3,18,2,3,7,8,-0.7631578947368421,5.974789915966387,5.078223270440252
935,1113,98.0,1.0,563.0,1,2,2018,4,1,0,0,3,6,6.1525423728813555,5.1256830601092895,12.312328767123288
907,1050,103.0,1.0,394.0,1,1,2019,8,14,0,0,3,1,40.0,0.8445945945945946,5.078223270440252
2252,2344,52.0,1.0,129.0,1,2,2018,9,20,1,1,7,5,3.3659574468085105,-0.1623931623931624,3.8531746031746033
1405,1710,125.0,1.0,715.0,0,0,2018,3,31,2,3,7,8,-0.7631578947368421,2.727272727272727,3.9402271368798565
1650,1810,80.0,1.0,377.0,0,0,2018,1,7,2,3,2,1,2.3117647058823527,-9.307692307692308,3.8531746031746033
1030,1502,212.0,1.0,1389.0,0,1,2018,8,4,0,2,6,9,7.569148936170213,5.653846153846154,5.078223270440252
2100,2120,80.0,1.0,347.0,0,0,2019,6,18,1,1,6,0,-3.608695652173913,9.221276595744682,3.9402271368798565
1314,1430,76.0,1.0,282.0,1,1,2019,10,2,2,2,0,3,-1.0526315789473684,5.432558139534883,3.8531746031746033
1125,1526,181.0,1.0,1182.0,3,2,2018,11,19,0,2,3,1,8.521739130434783,11.274809160305344,8.24934929724102
2210,630,320.0,1.0,2556.0,1,0,2018,8,18,1,0,7,5,-2.4029850746268657,12.547231270358306,1.0377358490566038
1524,1747,143.0,1.0,882.0,0,0,2019,4,24,2,3,8,1,0.46153846153846156,1.7222222222222223,6.519685039370079
615,1038,203.0,1.0,1400.0,0,1,2018,6,10,0,0,6,9,4.889952153110048,11.220095693779903,8.24934929724102
1735,1902,87.0,1.0,334.0,1,2,2019,5,16,3,3,0,2,4.353191489361702,6.31640625,3.8531746031746033
600,658,58.0,1.0,67.0,0,2,2018,3,16,0,0,3,2,14.764705882352942,6.31640625,8.24934929724102
1632,1747,75.0,1.0,280.0,0,1,2019,9,1,2,3,6,8,7.569148936170213,64.53333333333333,5.078223270440252
1430,1631,121.0,1.0,588.0,1,1,2019,5,26,2,2,3,9,12.816901408450704,9.606741573033707,5.078223270440252
1115,1158,103.0,1.0,521.0,0,0,2018,6,17,0,0,5,5,-3.074829931972789,-5.4,3.8531746031746033
1950,2111,81.0,1.0,335.0,1,1,2018,9,26,3,1,2,2,6.201438848920863,24.59016393442623,5.078223270440252
1415,1605,170.0,1.0,888.0,0,1,2019,10,24,2,2,8,3,8.6875,8.241379310344827,3.8531746031746033
1949,2339,230.0,1.0,1598.0,1,0,2018,8,29,3,1,10,9,11.73913043478261,8.962962962962964,12.312328767123288
1505,1704,119.0,1.0,594.0,3,1,2018,1,9,2,3,2,1,2.3117647058823527,-0.5096153846153846,16.312883435582823
815,1040,145.0,1.0,746.0,0,0,2019,3,16,0,0,8,1,12.975961538461538,-0.040169133192389,3.8531746031746033
600,836,156.0,1.0,603.0,2,2,2019,12,6,0,0,8,1,1.7333333333333334,0.8445945945945946,5.078223270440252
1920,2040,80.0,1.0,417.0,0,0,2019,4,18,3,3,7,5,2.0987654320987654,3.2777777777777777,3.9402271368798565
1445,1604,79.0,1.0,236.0,3,0,2019,4,2,2,2,5,5,5.15566037735849,12.547231270358306,5.078223270440252
1425,1800,155.0,1.0,1050.0,0,0,2018,6,6,2,3,6,1,3.1911764705882355,25.071428571428573,3.9402271368798565
1238,1521,163.0,1.0,968.0,3,0,2019,11,17,2,2,0,8,5.0,5.974789915966387,5.078223270440252
1435,1555,80.0,1.0,246.0,0,0,2018,8,10,2,2,8,9,12.975961538461538,12.6875,8.24934929724102
1730,1828,58.0,1.0,129.0,1,1,2019,11,19,3,3,7,5,-1.7083333333333333,4.6437246963562755,0.2486865148861646
1434,1555,81.0,1.0,406.0,1,2,2019,12,29,2,2,2,1,2.3117647058823527,0.3163265306122449,3.8531746031746033
1612,1725,193.0,1.0,1226.0,3,2,2019,1,10,2,3,6,5,6.6125,0.3,12.312328767123288
1804,1931,87.0,1.0,395.0,1,0,2019,5,16,3,3,8,6,2.8823529411764706,5.1256830601092895,12.312328767123288
817,1033,196.0,1.0,1182.0,1,2,2019,10,20,0,0,2,2,3.2672413793103448,6.31640625,9.975708502024291
745,1507,262.0,1.0,1947.0,0,2,2018,3,27,0,2,7,1,-0.7631578947368421,-0.040169133192389,3.8531746031746033
1322,1450,208.0,1.0,1413.0,1,0,2018,8,17,2,2,3,0,-5.0,2.7577092511013217,6.519685039370079
650,910,80.0,1.0,402.0,3,1,2019,1,8,0,0,3,9,5.879310344827586,4.354838709677419,3.9402271368798565
2052,2145,113.0,1.0,503.0,1,1,2019,1,3,3,1,2,8,2.3117647058823527,7.888888888888889,3.8531746031746033
2025,2137,72.0,1.0,292.0,3,2,2019,4,1,3,1,5,0,-3.074829931972789,10.1,3.8531746031746033
1610,1815,125.0,1.0,721.0,0,2,2019,7,9,2,3,6,3,6.6125,8.241379310344827,3.9402271368798565
1255,1442,107.0,1.0,438.0,1,0,2019,9,28,2,2,3,3,8.521739130434783,-5.454545454545454,8.24934929724102
600,812,132.0,1.0,829.0,1,1,2019,6,23,0,0,3,1,12.816901408450704,6.5423728813559325,3.8531746031746033
2102,541,339.0,1.0,2586.0,3,2,2018,5,5,1,0,7,9,3.6157205240174672,8.962962962962964,12.312328767123288
1235,1410,155.0,1.0,870.0,3,0,2018,12,4,2,2,0,0,24.75,9.221276595744682,3.9402271368798565
600,736,96.0,1.0,371.0,3,1,2019,4,17,0,0,8,2,20.22222222222222,2.8487394957983194,3.8531746031746033
2005,2202,117.0,1.0,491.0,3,0,2019,11,10,3,1,3,7,8.521739130434783,6.486486486486487,8.24934929724102
1019,1129,70.0,1.0,175.0,1,1,2019,11,21,0,0,6,8,6.2727272727272725,5.974789915966387,5.078223270440252
1000,1300,360.0,1.0,2475.0,0,0,2018,8,25,0,2,8,5,4.371621621621622,12.547231270358306,5.078223270440252
1559,1946,407.0,1.0,2586.0,1,2,2018,11,26,2,3,8,5,4.371621621621622,5.147465437788019,12.312328767123288
1545,1915,390.0,1.0,2422.0,0,1,2018,12,26,2,3,8,5,4.371621621621622,4.6437246963562755,3.8531746031746033
1418,1625,127.0,1.0,562.0,0,2,2018,12,24,2,2,1,8,-3.32,1.1374407582938388,8.24934929724102
735,1020,165.0,1.0,1073.0,3,3,2018,2,22,0,0,2,9,20.82941176470588,8.88,3.9402271368798565
1845,2013,148.0,1.0,826.0,1,2,2019,5,22,3,3,3,0,4.7272727272727275,7.986149584487535,16.312883435582823
1015,1325,130.0,1.0,749.0,1,1,2019,5,16,0,2,7,4,2.4728682170542635,1.5277777777777777,3.9402271368798565
1100,1431,151.0,1.0,888.0,1,0,2019,6,21,0,2,5,2,10.992424242424242,6.31640625,8.24934929724102
1829,2125,176.0,1.0,1084.0,3,2,2018,2,15,3,1,2,2,4.410256410256411,2.8487394957983194,3.8531746031746033
814,1014,120.0,1.0,508.0,1,0,2018,9,25,0,0,0,0,1.8333333333333333,-2.1129943502824857,3.8531746031746033
1326,1437,71.0,1.0,212.0,1,1,2019,6,13,2,2,8,9,13.46875,2.810810810810811,5.078223270440252
747,853,126.0,1.0,522.0,0,0,2019,1,25,0,0,4,5,-6.206896551724138,5.147465437788019,8.24934929724102
1425,1550,85.0,1.0,337.0,0,1,2018,1,18,2,2,7,5,-0.7631578947368421,5.147465437788019,3.9402271368798565
1723,1945,82.0,1.0,368.0,0,0,2019,7,25,3,3,5,0,5.15566037735849,-2.1129943502824857,3.8531746031746033
1745,1859,74.0,1.0,196.0,1,1,2019,6,23,3,3,0,3,34.06666666666667,5.432558139534883,3.8531746031746033
650,1006,196.0,1.0,1394.0,3,0,2018,4,21,0,0,2,6,14.785714285714286,8.142857142857142,6.519685039370079
630,1510,340.0,1.0,2565.0,0,1,2019,4,18,0,2,7,9,3.6157205240174672,11.220095693779903,8.24934929724102
1153,1352,119.0,1.0,557.0,0,0,2019,12,22,0,2,0,2,5.0,6.31640625,5.078223270440252
1508,1638,90.0,1.0,292.0,1,0,2018,6,18,2,2,8,9,2.8823529411764706,5.653846153846154,3.8531746031746033
700,1310,250.0,1.0,1744.0,0,0,2018,8,14,0,2,7,2,-0.7631578947368421,6.31640625,8.24934929724102
1454,1559,125.0,1.0,528.0,3,1,2019,4,18,2,2,8,2,1.2,6.31640625,5.078223270440252
1634,1835,241.0,1.0,1592.0,3,0,2018,6,14,2,3,0,5,6.101010101010101,12.547231270358306,5.078223270440252
908,946,38.0,1.0,121.0,5,1,2018,7,29,0,0,7,5,-4.416666666666667,11.571428571428571,1.0377358490566038
1201,1445,104.0,1.0,448.0,1,1,2018,7,1,2,2,6,1,5.818181818181818,-0.040169133192389,3.8531746031746033
545,1040,175.0,1.0,1222.0,0,1,2018,10,24,0,0,5,8,5.15566037735849,1.1374407582938388,8.24934929724102
1756,1916,80.0,1.0,207.0,3,2,2018,12,7,3,3,3,2,-2.75,2.8487394957983194,3.8531746031746033
1005,1110,65.0,1.0,223.0,0,0,2018,6,22,0,0,7,0,-3.3,2.7577092511013217,3.9402271368798565
614,945,151.0,1.0,875.0,0,0,2018,10,17,0,0,1,9,1.411764705882353,9.606741573033707,5.078223270440252
1308,1500,112.0,1.0,569.0,1,1,2019,4,12,2,2,3,9,2.140625,11.220095693779903,3.8531746031746033
603,1059,176.0,1.0,1188.0,0,0,2019,11,3,0,0,7,8,-3.6666666666666665,5.974789915966387,5.078223270440252
1649,2105,196.0,1.0,1250.0,3,0,2019,11,15,2,1,5,2,-3.074829931972789,6.31640625,5.078223270440252
1240,1400,80.0,1.0,405.0,4,1,2018,12,31,2,2,0,2,-1.6527777777777777,8.442477876106194,3.9402271368798565
1715,1915,240.0,1.0,1521.0,3,1,2019,11,29,3,3,3,0,5.879310344827586,2.7577092511013217,3.9402271368798565
1238,1825,227.0,1.0,1590.0,1,0,2018,7,27,2,3,5,1,-3.074829931972789,-0.040169133192389,3.8531746031746033
925,1408,403.0,1.0,2701.0,1,1,2018,12,8,0,2,7,5,3.3659574468085105,-1.5294117647058822,0.2486865148861646
1250,1620,150.0,1.0,883.0,1,0,2019,10,1,2,2,5,8,10.992424242424242,0.85,3.9402271368798565
1655,2130,155.0,1.0,1099.0,0,2,2019,8,10,2,1,5,3,5.15566037735849,4.414634146341464,3.9402271368798565
1750,1757,67.0,1.0,214.0,0,0,2019,11,2,3,3,2,7,2.3117647058823527,5.515463917525773,3.8531746031746033
2200,20,140.0,1.0,834.0,0,2,2019,1,16,1,1,2,9,20.82941176470588,4.354838709677419,3.9402271368798565
802,1621,319.0,1.0,2584.0,3,1,2018,1,21,0,2,7,1,3.6157205240174672,11.274809160305344,12.312328767123288
855,1121,146.0,1.0,901.0,1,0,2018,7,11,0,0,2,9,3.2672413793103448,9.756756756756756,8.24934929724102
1257,1440,103.0,1.0,364.0,1,1,2019,1,24,2,2,9,9,9.1,9.606741573033707,5.078223270440252
1425,1633,68.0,1.0,157.0,1,1,2018,9,7,2,2,3,2,8.521739130434783,3.4166666666666665,8.24934929724102
852,920,88.0,1.0,303.0,0,0,2018,5,7,0,0,3,2,-15.666666666666666,6.31640625,5.078223270440252
1910,2035,145.0,1.0,793.0,0,1,2018,2,26,3,3,2,7,3.2672413793103448,5.515463917525773,3.9402271368798565
1230,1545,135.0,1.0,813.0,1,0,2018,6,19,2,2,6,1,6.6125,-0.040169133192389,3.9402271368798565
1735,1844,69.0,1.0,144.0,1,0,2018,7,9,3,3,0,3,9.0,5.432558139534883,3.8531746031746033
645,825,160.0,1.0,991.0,1,0,2019,8,14,0,0,5,5,10.992424242424242,-0.1623931623931624,3.9402271368798565
1430,1645,135.0,1.0,728.0,1,0,2019,3,25,2,2,2,6,6.201438848920863,5.1256830601092895,5.078223270440252
1723,1945,82.0,1.0,368.0,0,0,2019,7,14,3,3,5,0,5.15566037735849,-2.1129943502824857,3.8531746031746033
915,1747,332.0,1.0,2565.0,0,1,2018,8,19,0,3,7,9,3.6157205240174672,11.220095693779903,8.24934929724102
938,1123,105.0,1.0,477.0,1,1,2019,7,17,0,0,8,2,13.46875,12.64,5.078223270440252
2030,2136,126.0,1.0,574.0,0,0,2019,10,10,3,1,5,5,-3.074829931972789,-3.242424242424242,3.8531746031746033
600,717,77.0,1.0,325.0,0,0,2018,9,10,0,0,7,0,-3.6666666666666665,9.221276595744682,5.078223270440252
1214,1925,251.0,1.0,1773.0,0,0,2019,6,25,2,3,5,1,3.3743589743589744,0.8445945945945946,5.078223270440252
2040,2333,113.0,1.0,566.0,3,1,2019,11,18,3,1,3,9,8.521739130434783,-0.2,5.078223270440252
1850,2125,95.0,1.0,507.0,0,0,2018,8,19,3,1,5,0,3.3743589743589744,-2.1129943502824857,3.8531746031746033
1705,1815,70.0,1.0,342.0,0,0,2019,9,11,3,3,7,5,1.3088235294117647,3.8076923076923075,3.9402271368798565
614,732,78.0,1.0,215.0,3,2,2018,1,28,0,0,3,2,21.0,6.31640625,5.078223270440252
1110,1358,108.0,1.0,562.0,0,0,2019,6,4,0,2,1,9,2.4909090909090907,7.032258064516129,5.078223270440252
928,1040,72.0,1.0,300.0,1,0,2019,8,2,0,0,5,3,10.992424242424242,11.444444444444445,8.24934929724102
1121,1309,108.0,1.0,588.0,0,2,2019,12,6,0,2,3,9,12.816901408450704,9.606741573033707,5.078223270440252
715,1010,175.0,1.0,1142.0,0,1,2018,3,29,0,0,2,6,20.82941176470588,52.92307692307692,3.9402271368798565
1005,1342,157.0,1.0,1020.0,2,4,2019,12,1,0,2,0,9,4.353191489361702,5.653846153846154,3.8531746031746033
815,1022,127.0,1.0,683.0,0,0,2019,3,19,0,0,2,6,6.201438848920863,0.5714285714285714,5.078223270440252
1535,1737,122.0,1.0,585.0,1,0,2019,8,16,2,3,3,8,8.521739130434783,2.689655172413793,8.24934929724102
530,655,145.0,1.0,717.0,0,2,2019,2,26,0,0,8,2,1.8,8.442477876106194,3.9402271368798565
1245,2019,274.0,1.0,2125.0,0,1,2018,12,8,2,3,7,1,-0.7631578947368421,0.8445945945945946,5.078223270440252
1007,1119,72.0,1.0,255.0,0,0,2019,10,29,0,0,5,0,3.3743589743589744,2.7577092511013217,5.078223270440252
640,825,105.0,1.0,577.0,1,1,2018,8,19,0,0,2,9,2.3117647058823527,-1.4881889763779528,3.9402271368798565
1542,1912,210.0,1.0,1096.0,0,0,2019,6,23,2,3,8,1,8.6875,-0.5096153846153846,5.078223270440252
1651,2045,174.0,1.0,1147.0,0,0,2019,1,25,2,3,6,9,2.727272727272727,5.653846153846154,3.8531746031746033
1545,1710,85.0,1.0,272.0,4,3,2019,1,19,2,3,3,2,-10.666666666666666,6.31640625,8.24934929724102
1641,2045,184.0,1.0,1195.0,3,1,2018,2,21,2,3,5,8,-3.074829931972789,1.1374407582938388,8.24934929724102
1849,2113,204.0,1.0,1124.0,3,2,2018,6,27,3,1,9,3,8.71359223300971,5.432558139534883,3.8531746031746033
1225,1339,134.0,1.0,737.0,2,1,2018,3,16,2,2,5,5,7.538461538461538,12.547231270358306,3.8531746031746033
1711,1854,163.0,1.0,963.0,0,1,2019,6,12,3,3,8,8,3.246987951807229,64.53333333333333,5.078223270440252
1205,1419,134.0,1.0,760.0,1,2,2019,12,27,2,2,2,9,2.3117647058823527,8.962962962962964,3.8531746031746033
1245,1413,88.0,1.0,383.0,1,0,2018,9,8,2,2,8,2,22.07547169811321,2.8487394957983194,8.24934929724102
1945,2140,115.0,1.0,577.0,0,0,2019,9,29,3,1,2,9,2.3117647058823527,-1.4881889763779528,3.9402271368798565
1500,1658,118.0,1.0,547.0,1,1,2019,5,12,2,2,8,1,3.246987951807229,-0.040169133192389,3.8531746031746033
1945,2133,108.0,1.0,562.0,3,0,2019,9,29,3,1,6,7,4.889952153110048,24.217391304347824,8.24934929724102
1609,1915,126.0,1.0,761.0,0,1,2018,3,11,2,3,6,1,6.2727272727272725,-0.040169133192389,3.8531746031746033
1655,1844,109.0,1.0,545.0,3,0,2018,4,16,2,3,2,1,2.3117647058823527,10.2,3.8531746031746033
1857,2000,63.0,1.0,153.0,0,0,2019,1,28,3,3,8,9,-12.875,9.606741573033707,5.078223270440252
855,1216,141.0,1.0,868.0,0,1,2018,2,23,0,2,5,8,3.3743589743589744,5.974789915966387,5.078223270440252
1445,1619,94.0,1.0,406.0,1,2,2019,2,27,2,2,2,1,12.806122448979592,-0.040169133192389,3.8531746031746033
1246,1444,118.0,1.0,672.0,0,1,2019,4,27,2,2,6,2,7.569148936170213,10.0,5.078223270440252
1720,1955,275.0,1.0,1671.0,0,0,2019,10,15,3,3,9,0,13.16,7.986149584487535,16.312883435582823
1500,1753,173.0,1.0,1023.0,0,0,2019,9,4,2,3,2,9,6.375,11.220095693779903,8.24934929724102
704,851,107.0,1.0,371.0,0,0,2019,3,13,0,0,8,1,10.8,0.8445945945945946,5.078223270440252
1030,1250,140.0,1.0,748.0,0,0,2018,11,17,0,2,7,5,-6.142857142857143,4.6437246963562755,0.2486865148861646
708,1017,369.0,1.0,2541.0,3,5,2018,4,16,0,0,7,5,2.4728682170542635,-4.384615384615385,0.2486865148861646
2055,2359,124.0,1.0,642.0,0,0,2018,1,5,3,1,3,9,8.521739130434783,15.789473684210526,8.24934929724102
1500,1800,120.0,1.0,626.0,0,0,2018,1,18,2,3,0,2,4.353191489361702,4.245614035087719,3.8531746031746033
852,1020,88.0,1.0,191.0,1,0,2018,8,16,0,0,2,1,1.2,0.8445945945945946,5.078223270440252
1850,2115,265.0,1.0,1558.0,0,0,2018,8,16,3,1,8,0,13.46875,7.986149584487535,3.9402271368798565
600,735,95.0,1.0,266.0,3,0,2019,11,2,0,0,9,9,-0.4166666666666667,11.220095693779903,8.24934929724102
2210,105,115.0,1.0,646.0,1,0,2019,12,29,1,1,7,0,0.6896551724137931,9.221276595744682,3.9402271368798565
615,1222,247.0,1.0,1723.0,0,3,2018,2,11,0,2,7,2,2.4728682170542635,6.31640625,8.24934929724102
1830,2355,205.0,1.0,1521.0,0,0,2019,3,23,3,1,5,2,5.15566037735849,8.442477876106194,3.9402271368798565
850,1112,202.0,1.0,1163.0,1,0,2018,9,3,0,0,6,4,7.569148936170213,-5.125,5.078223270440252
1020,1339,139.0,1.0,926.0,3,2,2019,10,4,0,2,6,2,7.569148936170213,4.245614035087719,5.078223270440252
1616,1716,60.0,1.0,190.0,0,0,2018,4,24,2,3,6,8,7.569148936170213,3.0833333333333335,5.078223270440252
1500,1608,68.0,1.0,198.0,3,2,2018,10,8,2,2,8,9,8.2,9.606741573033707,5.078223270440252
1230,1344,134.0,1.0,536.0,0,1,2019,8,6,2,2,2,2,5.0,6.31640625,8.24934929724102
1328,1627,179.0,1.0,978.0,0,0,2019,7,1,2,2,7,5,3.3659574468085105,5.229166666666667,3.8531746031746033
1025,1159,94.0,1.0,469.0,0,0,2019,2,13,0,0,6,8,7.569148936170213,9.4,5.078223270440252
